Robot{serijskiBroj=SerijskiBroj16, tip=Cistacki, snaga=6, autonomija=100, visina=1, senzor=null, motor=Motor{id=Id47, proizvodjac=Proizvodjac47, godinaProizvodnje=2022, snaga=5}, baterija=Motor{id=Id48, proizvodjac=Proizvodjac48, godinaProizvodnje=2023, kapacitet=43}} OSTECEN
Robot{serijskiBroj=SerijskiBroj43, tip=Istrazivacki, snaga=9, autonomija=100, visina=1, senzor=null, motor=Motor{id=Id128, proizvodjac=Proizvodjac128, godinaProizvodnje=2024, snaga=3}, baterija=Motor{id=Id129, proizvodjac=Proizvodjac129, godinaProizvodnje=2023, kapacitet=79}} OSTECEN
Robot{serijskiBroj=SerijskiBroj39, tip=Istrazivacki, snaga=8, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id116, proizvodjac=Proizvodjac116, godinaProizvodnje=2020, snaga=8}, baterija=Motor{id=Id117, proizvodjac=Proizvodjac117, godinaProizvodnje=2020, kapacitet=68}} OSTECEN
Robot{serijskiBroj=SerijskiBroj31, tip=Istrazivacki, snaga=5, autonomija=100, visina=3, senzor=null, motor=Motor{id=Id92, proizvodjac=Proizvodjac92, godinaProizvodnje=2023, snaga=10}, baterija=Motor{id=Id93, proizvodjac=Proizvodjac93, godinaProizvodnje=2021, kapacitet=25}} OSTECEN
Robot{serijskiBroj=SerijskiBroj39, tip=Istrazivacki, snaga=8, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id116, proizvodjac=Proizvodjac116, godinaProizvodnje=2020, snaga=8}, baterija=Motor{id=Id117, proizvodjac=Proizvodjac117, godinaProizvodnje=2020, kapacitet=68}} OSTECEN
Robot{serijskiBroj=SerijskiBroj21, tip=Cistacki, snaga=8, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id62, proizvodjac=Proizvodjac62, godinaProizvodnje=2024, snaga=6}, baterija=Motor{id=Id63, proizvodjac=Proizvodjac63, godinaProizvodnje=2023, kapacitet=55}} OSTECEN
Robot{serijskiBroj=SerijskiBroj24, tip=Cistacki, snaga=8, autonomija=100, visina=3, senzor=null, motor=Motor{id=Id71, proizvodjac=Proizvodjac71, godinaProizvodnje=2024, snaga=9}, baterija=Motor{id=Id72, proizvodjac=Proizvodjac72, godinaProizvodnje=2022, kapacitet=21}} OSTECEN
Robot{serijskiBroj=SerijskiBroj2, tip=Montazni, snaga=7, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id5, proizvodjac=Proizvodjac5, godinaProizvodnje=2024, snaga=9}, baterija=Motor{id=Id6, proizvodjac=Proizvodjac6, godinaProizvodnje=2021, kapacitet=82}} OSTECEN
Robot{serijskiBroj=SerijskiBroj4, tip=Montazni, snaga=7, autonomija=100, visina=1, senzor=null, motor=Motor{id=Id11, proizvodjac=Proizvodjac11, godinaProizvodnje=2020, snaga=6}, baterija=Motor{id=Id12, proizvodjac=Proizvodjac12, godinaProizvodnje=2024, kapacitet=19}} OSTECEN
Robot{serijskiBroj=SerijskiBroj35, tip=Istrazivacki, snaga=8, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id104, proizvodjac=Proizvodjac104, godinaProizvodnje=2023, snaga=5}, baterija=Motor{id=Id105, proizvodjac=Proizvodjac105, godinaProizvodnje=2020, kapacitet=57}} OSTECEN
Robot{serijskiBroj=SerijskiBroj36, tip=Istrazivacki, snaga=3, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id107, proizvodjac=Proizvodjac107, godinaProizvodnje=2023, snaga=3}, baterija=Motor{id=Id108, proizvodjac=Proizvodjac108, godinaProizvodnje=2024, kapacitet=86}} OSTECEN
Robot{serijskiBroj=SerijskiBroj42, tip=Istrazivacki, snaga=7, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id125, proizvodjac=Proizvodjac125, godinaProizvodnje=2022, snaga=7}, baterija=Motor{id=Id126, proizvodjac=Proizvodjac126, godinaProizvodnje=2020, kapacitet=25}} OSTECEN
Robot{serijskiBroj=SerijskiBroj36, tip=Istrazivacki, snaga=3, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id107, proizvodjac=Proizvodjac107, godinaProizvodnje=2023, snaga=3}, baterija=Motor{id=Id108, proizvodjac=Proizvodjac108, godinaProizvodnje=2024, kapacitet=86}} OSTECEN
Robot{serijskiBroj=SerijskiBroj19, tip=Cistacki, snaga=1, autonomija=100, visina=1, senzor=null, motor=Motor{id=Id56, proizvodjac=Proizvodjac56, godinaProizvodnje=2024, snaga=2}, baterija=Motor{id=Id57, proizvodjac=Proizvodjac57, godinaProizvodnje=2021, kapacitet=11}} OSTECEN
Robot{serijskiBroj=SerijskiBroj19, tip=Cistacki, snaga=1, autonomija=100, visina=1, senzor=null, motor=Motor{id=Id56, proizvodjac=Proizvodjac56, godinaProizvodnje=2024, snaga=2}, baterija=Motor{id=Id57, proizvodjac=Proizvodjac57, godinaProizvodnje=2021, kapacitet=11}} OSTECEN
Robot{serijskiBroj=SerijskiBroj33, tip=Istrazivacki, snaga=10, autonomija=100, visina=3, senzor=null, motor=Motor{id=Id98, proizvodjac=Proizvodjac98, godinaProizvodnje=2023, snaga=5}, baterija=Motor{id=Id99, proizvodjac=Proizvodjac99, godinaProizvodnje=2021, kapacitet=36}} OSTECEN
Robot{serijskiBroj=SerijskiBroj18, tip=Cistacki, snaga=5, autonomija=100, visina=2, senzor=null, motor=Motor{id=Id53, proizvodjac=Proizvodjac53, godinaProizvodnje=2021, snaga=10}, baterija=Motor{id=Id54, proizvodjac=Proizvodjac54, godinaProizvodnje=2020, kapacitet=81}} OSTECEN
Robot{serijskiBroj=SerijskiBroj19, tip=Cistacki, snaga=1, autonomija=100, visina=1, senzor=null, motor=Motor{id=Id56, proizvodjac=Proizvodjac56, godinaProizvodnje=2024, snaga=2}, baterija=Motor{id=Id57, proizvodjac=Proizvodjac57, godinaProizvodnje=2021, kapacitet=11}} OSTECEN
